sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO52266,BK-M68S-46,11885,20130204,20130211,20130216,2320,1,2320
SO52266,PK-7098,11885,20130204,20130211,20130216,2,1,2
SO52267,BK-M68S-38,11529,20130204,20130211,20130216,2320,1,2320
SO52267,FE-6654,11529,20130204,20130211,20130216,22,1,22
SO52267,BC-M005,11529,20130204,20130211,20130216,10,1,10
SO52267,CA-1098,11529,20130204,20130211,20130216,9,1,9
SO52267,WB-H098,11529,20130204,20130211,20130216,5,1,5
SO52268,BK-T18Y-50,25752,20130204,20130211,20130216,742,1,742
SO52268,BC-R205,25752,20130204,20130211,20130216,9,1,9
SO52268,WB-H098,25752,20130204,20130211,20130216,5,1,5
SO52269,BK-T79Y-46,28719,20130204,20130211,20130216,2384,1,2384
SO52270,BK-M18S-40,11947,20130204,20130211,20130216,565,1,565
SO52270,TI-M267,11947,20130204,20130211,20130216,25,1,25
SO52270,TT-M928,11947,20130204,20130211,20130216,5,1,5
SO52270,HL-U509,11947,20130204,20130211,20130216,35,1,35
SO52271,BK-M68S-38,11055,20130204,20130211,20130216,2320,1,2320
SO52271,TI-M823,11055,20130204,20130211,20130216,35,1,35
SO52271,TT-M928,11055,20130204,20130211,20130216,5,1,5
SO52271,HL-U509,11055,20130204,20130211,20130216,35,1,35
SO52272,BK-T79Y-60,24522,20130204,20130211,20130216,2384,1,2384
SO52272,VE-C304-M,24522,20130204,20130211,20130216,64,1,64
SO52272,HL-U509-R,24522,20130204,20130211,20130216,35,1,35
SO52273,BK-T79Y-50,24528,20130204,20130211,20130216,2384,1,2384
SO52273,TI-T723,24528,20130204,20130211,20130216,29,1,29
SO52273,TT-T092,24528,20130204,20130211,20130216,5,1,5
SO52273,PK-7098,24528,20130204,20130211,20130216,2,1,2
SO52274,BK-T79Y-54,24529,20130204,20130211,20130216,2384,1,2384
SO52274,BC-R205,24529,20130204,20130211,20130216,9,1,9
SO52274,WB-H098,24529,20130204,20130211,20130216,5,1,5
SO52275,BK-R19B-58,21609,20130204,20130211,20130216,540,1,540
SO52275,WB-H098,21609,20130204,20130211,20130216,5,1,5
SO52275,BC-R205,21609,20130204,20130211,20130216,9,1,9
SO52276,BK-R19B-44,21059,20130204,20130211,20130216,540,1,540
SO52276,BC-R205,21059,20130204,20130211,20130216,9,1,9
SO52276,WB-H098,21059,20130204,20130211,20130216,5,1,5
SO52276,SJ-0194-L,21059,20130204,20130211,20130216,54,1,54
SO52276,CA-1098,21059,20130204,20130211,20130216,9,1,9
SO52277,BK-R19B-44,21041,20130204,20130211,20130216,540,1,540
SO52277,TI-R092,21041,20130204,20130211,20130216,21,1,21
SO52277,TT-R982,21041,20130204,20130211,20130216,4,1,4
SO52277,GL-H102-S,21041,20130204,20130211,20130216,24,1,24
SO52278,BK-R89B-52,18484,20130205,20130212,20130217,2443,1,2443
SO52278,TT-R982,18484,20130205,20130212,20130217,4,1,4
SO52278,TI-R982,18484,20130205,20130212,20130217,33,1,33
SO52278,HL-U509-B,18484,20130205,20130212,20130217,35,1,35
SO52279,BK-R89R-58,18249,20130205,20130212,20130217,2443,1,2443
SO52279,WB-H098,18249,20130205,20130212,20130217,5,1,5
SO52279,BC-R205,18249,20130205,20130212,20130217,9,1,9
SO52279,CA-1098,18249,20130205,20130212,20130217,9,1,9
SO52280,BK-R89B-44,18288,20130205,20130212,20130217,2443,1,2443
SO52280,TT-R982,18288,20130205,20130212,20130217,4,1,4
SO52280,TI-R982,18288,20130205,20130212,20130217,33,1,33
SO52280,HL-U509,18288,20130205,20130212,20130217,35,1,35
SO52281,BK-T44U-54,14051,20130205,20130212,20130217,1215,1,1215
SO52281,BC-R205,14051,20130205,20130212,20130217,9,1,9
SO52281,WB-H098,14051,20130205,20130212,20130217,5,1,5
SO52281,SO-R809-M,14051,20130205,20130212,20130217,9,1,9
SO52282,BK-M68B-42,11494,20130205,20130212,20130217,2295,1,2295
SO52282,HL-U509-R,11494,20130205,20130212,20130217,35,1,35
SO52283,CA-1098,12091,20130205,20130212,20130217,9,1,9
SO52284,CL-9009,28604,20130205,20130212,20130217,8,1,8
SO52285,TI-M267,13158,20130205,20130212,20130217,25,1,25
SO52285,TT-M928,13158,20130205,20130212,20130217,5,1,5
SO52285,HL-U509,13158,20130205,20130212,20130217,35,1,35
SO52286,TI-M267,11146,20130205,20130212,20130217,25,1,25
SO52286,TT-M928,11146,20130205,20130212,20130217,5,1,5
SO52286,WB-H098,11146,20130205,20130212,20130217,5,1,5
SO52286,BC-M005,11146,20130205,20130212,20130217,10,1,10
SO52286,CA-1098,11146,20130205,20130212,20130217,9,1,9
SO52287,TI-R628,17284,20130205,20130212,20130217,25,1,25
SO52287,TT-R982,17284,20130205,20130212,20130217,4,1,4
SO52287,PK-7098,17284,20130205,20130212,20130217,2,1,2
SO52288,TI-M602,21391,20130205,20130212,20130217,30,1,30
SO52289,FE-6654,22839,20130205,20130212,20130217,22,1,22
SO52289,BC-M005,22839,20130205,20130212,20130217,10,1,10
SO52289,WB-H098,22839,20130205,20130212,20130217,5,1,5
SO52289,PK-7098,22839,20130205,20130212,20130217,2,1,2
SO52290,TI-M823,22848,20130205,20130212,20130217,35,1,35
SO52290,TT-M928,22848,20130205,20130212,20130217,5,1,5
SO52291,TT-M928,26032,20130205,20130212,20130217,5,1,5
SO52291,PK-7098,26032,20130205,20130212,20130217,2,1,2
SO52292,LJ-0192-X,14317,20130205,20130212,20130217,50,1,50
SO52293,TI-T723,19584,20130205,20130212,20130217,29,1,29
SO52293,TT-T092,19584,20130205,20130212,20130217,5,1,5
SO52293,HY-1023-70,19584,20130205,20130212,20130217,55,1,55
SO52294,BK-R79Y-48,17096,20130205,20130212,20130217,1701,1,1701
SO52295,BK-R79Y-42,17107,20130205,20130212,20130217,1701,1,1701
SO52295,HL-U509-B,17107,20130205,20130212,20130217,35,1,35
SO52296,BK-M18B-48,14951,20130205,20130212,20130217,540,1,540
SO52296,HL-U509-R,14951,20130205,20130212,20130217,35,1,35
SO52297,BK-M18S-44,17715,20130205,20130212,20130217,565,1,565
SO52297,HL-U509-B,17715,20130205,20130212,20130217,35,1,35
SO52297,LJ-0192-M,17715,20130205,20130212,20130217,50,1,50
SO52298,TT-R982,11198,20130205,20130212,20130217,4,1,4
SO52298,HL-U509,11198,20130205,20130212,20130217,35,1,35
SO52298,GL-H102-S,11198,20130205,20130212,20130217,24,1,24
SO52299,TT-T092,11212,20130205,20130212,20130217,5,1,5
SO52300,TI-T723,26807,20130205,20130212,20130217,29,1,29
SO52300,TT-T092,26807,20130205,20130212,20130217,5,1,5
SO52300,HL-U509-R,26807,20130205,20130212,20130217,35,1,35
SO52301,TT-M928,25839,20130205,20130212,20130217,5,1,5
SO52301,TI-M267,25839,20130205,20130212,20130217,25,1,25
SO52301,BC-M005,25839,20130205,20130212,20130217,10,1,10
SO52301,WB-H098,25839,20130205,20130212,20130217,5,1,5
SO52301,SJ-0194-X,25839,20130205,20130212,20130217,54,1,54
SO52301,CA-1098,25839,20130205,20130212,20130217,9,1,9
SO52302,TI-R982,11724,20130205,20130212,20130217,33,1,33
SO52302,TT-R982,11724,20130205,20130212,20130217,4,1,4
SO52302,HL-U509,11724,20130205,20130212,20130217,35,1,35
SO52303,TI-M602,22980,20130205,20130212,20130217,30,1,30
SO52304,BC-M005,12202,20130205,20130212,20130217,10,1,10
SO52304,WB-H098,12202,20130205,20130212,20130217,5,1,5
SO52304,HL-U509,12202,20130205,20130212,20130217,35,1,35
SO52305,WB-H098,25335,20130205,20130212,20130217,5,1,5
SO52305,HY-1023-70,25335,20130205,20130212,20130217,55,1,55
SO52306,WB-H098,18095,20130205,20130212,20130217,5,1,5
SO52306,SJ-0194-S,18095,20130205,20130212,20130217,54,1,54
SO52307,TT-M928,21412,20130205,20130212,20130217,5,1,5
SO52307,HY-1023-70,21412,20130205,20130212,20130217,55,1,55
SO52308,TT-M928,15443,20130205,20130212,20130217,5,1,5
SO52308,PK-7098,15443,20130205,20130212,20130217,2,1,2
SO52309,TI-T723,11566,20130205,20130212,20130217,29,1,29
SO52309,TT-T092,11566,20130205,20130212,20130217,5,1,5
SO52309,PK-7098,11566,20130205,20130212,20130217,2,1,2
SO52309,ST-1401,11566,20130205,20130212,20130217,159,1,159
SO52310,TI-T723,14208,20130205,20130212,20130217,29,1,29
SO52310,TT-T092,14208,20130205,20130212,20130217,5,1,5
SO52310,GL-H102-L,14208,20130205,20130212,20130217,24,1,24
SO52311,WB-H098,21868,20130205,20130212,20130217,5,1,5
SO52312,TI-T723,29428,20130205,20130212,20130217,29,1,29
SO52312,TT-T092,29428,20130205,20130212,20130217,5,1,5
SO52312,WB-H098,29428,20130205,20130212,20130217,5,1,5
SO52312,BC-R205,29428,20130205,20130212,20130217,9,1,9
SO52313,TI-T723,28409,20130205,20130212,20130217,29,1,29
SO52314,TT-M928,11260,20130205,20130212,20130217,5,1,5
SO52314,TI-M823,11260,20130205,20130212,20130217,35,1,35
SO52314,PK-7098,11260,20130205,20130212,20130217,2,1,2
SO52315,CA-1098,12327,20130205,20130212,20130217,9,1,9
SO52316,HL-U509,11438,20130205,20130212,20130217,35,1,35
SO52317,WB-H098,11350,20130205,20130212,20130217,5,1,5
SO52317,BC-R205,11350,20130205,20130212,20130217,9,1,9
SO52317,GL-H102-M,11350,20130205,20130212,20130217,24,1,24
SO52318,BK-M38S-40,13882,20130205,20130212,20130217,769,1,769
SO52318,TI-M602,13882,20130205,20130212,20130217,30,1,30
SO52318,TT-M928,13882,20130205,20130212,20130217,5,1,5
SO52318,HL-U509-B,13882,20130205,20130212,20130217,35,1,35
SO52319,BK-M68B-42,11324,20130205,20130212,20130217,2295,1,2295
SO52319,FE-6654,11324,20130205,20130212,20130217,22,1,22
SO52319,LJ-0192-X,11324,20130205,20130212,20130217,50,1,50
SO52320,BK-M68S-42,11678,20130205,20130212,20130217,2320,1,2320
SO52320,PK-7098,11678,20130205,20130212,20130217,2,1,2
SO52321,BK-M68B-42,11189,20130205,20130212,20130217,2295,1,2295
SO52321,TT-M928,11189,20130205,20130212,20130217,5,1,5
SO52321,TI-M823,11189,20130205,20130212,20130217,35,1,35
SO52321,FE-6654,11189,20130205,20130212,20130217,22,1,22
SO52321,SO-R809-L,11189,20130205,20130212,20130217,9,1,9
SO52322,BK-M68B-46,11216,20130205,20130212,20130217,2295,1,2295
SO52322,TI-M823,11216,20130205,20130212,20130217,35,1,35
SO52322,TT-M928,11216,20130205,20130212,20130217,5,1,5
SO52322,HL-U509-R,11216,20130205,20130212,20130217,35,1,35
SO52323,BK-R19B-52,20152,20130205,20130212,20130217,540,1,540
SO52323,GL-H102-S,20152,20130205,20130212,20130217,24,1,24
SO52324,BK-T79U-54,28535,20130205,20130212,20130217,2384,1,2384
SO52324,WB-H098,28535,20130205,20130212,20130217,5,1,5
SO52324,BC-R205,28535,20130205,20130212,20130217,9,1,9
SO52324,HL-U509-B,28535,20130205,20130212,20130217,35,1,35
SO52325,BK-T79U-54,24669,20130205,20130212,20130217,2384,1,2384
SO52325,HL-U509-R,24669,20130205,20130212,20130217,35,1,35
SO52326,BK-R19B-48,21602,20130205,20130212,20130217,540,1,540
SO52326,BC-R205,21602,20130205,20130212,20130217,9,1,9
SO52327,BK-R19B-58,21021,20130205,20130212,20130217,540,1,540
SO52327,TI-R092,21021,20130205,20130212,20130217,21,1,21
SO52327,TT-R982,21021,20130205,20130212,20130217,4,1,4
SO52327,VE-C304-M,21021,20130205,20130212,20130217,64,1,64
SO52328,BK-R89R-58,18302,20130205,20130212,20130217,2443,1,2443
SO52328,CL-9009,18302,20130205,20130212,20130217,8,1,8
SO52329,BK-M68B-38,11480,20130206,20130213,20130218,2295,1,2295
SO52329,WB-H098,11480,20130206,20130213,20130218,5,1,5
SO52329,BC-M005,11480,20130206,20130213,20130218,10,1,10
SO52330,CA-1098,13668,20130206,20130213,20130218,9,1,9
SO52330,SH-W890-M,13668,20130206,20130213,20130218,70,1,70
SO52331,LJ-0192-X,14053,20130206,20130213,20130218,50,1,50
SO52331,CA-1098,14053,20130206,20130213,20130218,9,1,9
SO52332,PK-7098,19087,20130206,20130213,20130218,2,1,2
SO52332,CL-9009,19087,20130206,20130213,20130218,8,1,8
SO52333,SJ-0194-M,28333,20130206,20130213,20130218,54,1,54
SO52334,TI-R628,28971,20130206,20130213,20130218,25,1,25
SO52334,PK-7098,28971,20130206,20130213,20130218,2,1,2
SO52335,PK-7098,11284,20130206,20130213,20130218,2,1,2
SO52335,CL-9009,11284,20130206,20130213,20130218,8,1,8
SO52336,TT-T092,29040,20130206,20130213,20130218,5,1,5
SO52336,HL-U509-R,29040,20130206,20130213,20130218,35,1,35
SO52337,TT-R982,26272,20130206,20130213,20130218,4,1,4
SO52337,TI-R092,26272,20130206,20130213,20130218,21,1,21
SO52337,HL-U509-R,26272,20130206,20130213,20130218,35,1,35
SO52338,TI-T723,13944,20130206,20130213,20130218,29,1,29
SO52338,TT-T092,13944,20130206,20130213,20130218,5,1,5
SO52338,PK-7098,13944,20130206,20130213,20130218,2,1,2
SO52339,TI-M602,23784,20130206,20130213,20130218,30,1,30
SO52339,TT-M928,23784,20130206,20130213,20130218,5,1,5
SO52340,TI-M267,25849,20130206,20130213,20130218,25,1,25
SO52340,PK-7098,25849,20130206,20130213,20130218,2,1,2
SO52340,CL-9009,25849,20130206,20130213,20130218,8,1,8
SO52341,TI-M602,23824,20130206,20130213,20130218,30,1,30
SO52341,TT-M928,23824,20130206,20130213,20130218,5,1,5
SO52341,HL-U509-R,23824,20130206,20130213,20130218,35,1,35
SO52342,TT-M928,23695,20130206,20130213,20130218,5,1,5
SO52342,TI-M602,23695,20130206,20130213,20130218,30,1,30
SO52342,FE-6654,23695,20130206,20130213,20130218,22,1,22
SO52342,HL-U509,23695,20130206,20130213,20130218,35,1,35
SO52342,LJ-0192-S,23695,20130206,20130213,20130218,50,1,50
SO52342,CA-1098,23695,20130206,20130213,20130218,9,1,9
SO52343,SH-W890-L,20343,20130206,20130213,20130218,70,1,70
SO52344,WB-H098,18569,20130206,20130213,20130218,5,1,5
SO52345,WB-H098,17540,20130206,20130213,20130218,5,1,5
SO52345,CA-1098,17540,20130206,20130213,20130218,9,1,9
SO52346,SH-W890-M,27441,20130206,20130213,20130218,70,1,70
SO52346,CA-1098,27441,20130206,20130213,20130218,9,1,9
SO52347,WB-H098,13285,20130206,20130213,20130218,5,1,5
SO52347,CL-9009,13285,20130206,20130213,20130218,8,1,8
SO52348,TT-M928,29130,20130206,20130213,20130218,5,1,5
SO52348,PK-7098,29130,20130206,20130213,20130218,2,1,2
SO52349,WB-H098,23679,20130206,20130213,20130218,5,1,5
SO52349,HL-U509-R,23679,20130206,20130213,20130218,35,1,35
SO52350,TT-M928,14512,20130206,20130213,20130218,5,1,5
SO52350,HL-U509-R,14512,20130206,20130213,20130218,35,1,35
SO52351,FE-6654,21581,20130206,20130213,20130218,22,1,22
SO52351,PK-7098,21581,20130206,20130213,20130218,2,1,2
SO52352,FE-6654,14145,20130206,20130213,20130218,22,1,22
SO52352,PK-7098,14145,20130206,20130213,20130218,2,1,2
SO52353,TI-M267,16539,20130206,20130213,20130218,25,1,25
SO52353,WB-H098,16539,20130206,20130213,20130218,5,1,5
SO52353,SJ-0194-X,16539,20130206,20130213,20130218,54,1,54
SO52354,TI-M602,20138,20130206,20130213,20130218,30,1,30
SO52354,TT-M928,20138,20130206,20130213,20130218,5,1,5
SO52354,HL-U509-B,20138,20130206,20130213,20130218,35,1,35
SO52354,LJ-0192-L,20138,20130206,20130213,20130218,50,1,50
SO52355,TI-M602,17771,20130206,20130213,20130218,30,1,30
SO52355,TT-M928,17771,20130206,20130213,20130218,5,1,5
SO52355,HL-U509-B,17771,20130206,20130213,20130218,35,1,35
SO52356,VE-C304-S,20981,20130206,20130213,20130218,64,1,64
SO52356,WB-H098,20981,20130206,20130213,20130218,5,1,5
SO52357,TT-R982,20944,20130206,20130213,20130218,4,1,4
SO52357,ST-1401,20944,20130206,20130213,20130218,159,1,159
SO52357,VE-C304-S,20944,20130206,20130213,20130218,64,1,64
SO52358,TI-T723,26414,20130206,20130213,20130218,29,1,29
SO52358,GL-H102-S,26414,20130206,20130213,20130218,24,1,24
SO52358,TT-T092,26414,20130206,20130213,20130218,5,1,5
SO52359,TI-M823,14604,20130206,20130213,20130218,35,1,35
SO52360,BK-M68S-42,12050,20130206,20130213,20130218,2320,1,2320
SO52360,TI-M823,12050,20130206,20130213,20130218,35,1,35
SO52360,TT-M928,12050,20130206,20130213,20130218,5,1,5
SO52360,FE-6654,12050,20130206,20130213,20130218,22,1,22
SO52360,VE-C304-S,12050,20130206,20130213,20130218,64,1,64
SO52361,BK-R19B-58,19771,20130206,20130213,20130218,540,1,540
SO52361,BC-R205,19771,20130206,20130213,20130218,9,1,9
SO52361,WB-H098,19771,20130206,20130213,20130218,5,1,5
SO52361,HL-U509-B,19771,20130206,20130213,20130218,35,1,35
SO52362,BK-R19B-44,22301,20130206,20130213,20130218,540,1,540
SO52363,BK-R19B-52,22289,20130206,20130213,20130218,540,1,540
SO52363,TI-R092,22289,20130206,20130213,20130218,21,1,21
SO52364,BK-R64Y-40,19443,20130206,20130213,20130218,1120,1,1120
SO52364,HL-U509-R,19443,20130206,20130213,20130218,35,1,35
SO52364,CA-1098,19443,20130206,20130213,20130218,9,1,9
SO52365,TI-M602,17251,20130207,20130214,20130219,30,1,30
SO52365,TT-M928,17251,20130207,20130214,20130219,5,1,5
SO52365,HL-U509,17251,20130207,20130214,20130219,35,1,35
SO52366,TT-R982,19954,20130207,20130214,20130219,4,1,4
SO52366,TI-R092,19954,20130207,20130214,20130219,21,1,21
SO52366,HL-U509-R,19954,20130207,20130214,20130219,35,1,35
SO52367,TT-M928,24890,20130207,20130214,20130219,5,1,5
SO52367,HL-U509,24890,20130207,20130214,20130219,35,1,35
SO52368,CA-1098,26141,20130207,20130214,20130219,9,1,9
SO52368,SH-W890-L,26141,20130207,20130214,20130219,70,1,70
SO52369,BK-R89B-48,23629,20130207,20130214,20130219,2443,1,2443
SO52369,WB-H098,23629,20130207,20130214,20130219,5,1,5
SO52369,CA-1098,23629,20130207,20130214,20130219,9,1,9
SO52369,BC-R205,23629,20130207,20130214,20130219,9,1,9
SO52370,BK-R89B-44,26420,20130207,20130214,20130219,2443,1,2443
SO52371,PK-7098,11527,20130207,20130214,20130219,2,1,2
SO52372,PK-7098,28301,20130207,20130214,20130219,2,1,2
SO52372,ST-1401,28301,20130207,20130214,20130219,159,1,159
SO52373,TI-M267,12035,20130207,20130214,20130219,25,1,25
SO52373,TT-M928,12035,20130207,20130214,20130219,5,1,5
SO52373,HL-U509-B,12035,20130207,20130214,20130219,35,1,35
SO52374,CA-1098,11631,20130207,20130214,20130219,9,1,9
SO52375,TT-R982,11631,20130207,20130214,20130219,4,1,4
SO52375,CL-9009,11631,20130207,20130214,20130219,8,1,8
SO52376,LJ-0192-M,11843,20130207,20130214,20130219,50,1,50
SO52376,GL-H102-L,11843,20130207,20130214,20130219,24,1,24
SO52377,PK-7098,11711,20130207,20130214,20130219,2,1,2
SO52377,CL-9009,11711,20130207,20130214,20130219,8,1,8
SO52378,TT-R982,16133,20130207,20130214,20130219,4,1,4
SO52378,TI-R982,16133,20130207,20130214,20130219,33,1,33
SO52378,PK-7098,16133,20130207,20130214,20130219,2,1,2
SO52379,TT-R982,24393,20130207,20130214,20130219,4,1,4
SO52379,TI-R982,24393,20130207,20130214,20130219,33,1,33
SO52380,TI-R982,11200,20130207,20130214,20130219,33,1,33
SO52380,PK-7098,11200,20130207,20130214,20130219,2,1,2
SO52380,ST-1401,11200,20130207,20130214,20130219,159,1,159
SO52381,TI-M602,12061,20130207,20130214,20130219,30,1,30
SO52381,TT-M928,12061,20130207,20130214,20130219,5,1,5
SO52381,PK-7098,12061,20130207,20130214,20130219,2,1,2
SO52382,TI-M602,22365,20130207,20130214,20130219,30,1,30
SO52382,PK-7098,22365,20130207,20130214,20130219,2,1,2
SO52383,BC-M005,16085,20130207,20130214,20130219,10,1,10
SO52383,WB-H098,16085,20130207,20130214,20130219,5,1,5
SO52384,GL-H102-M,19695,20130207,20130214,20130219,24,1,24
SO52384,SH-W890-M,19695,20130207,20130214,20130219,70,1,70
SO52385,SH-W890-S,16666,20130207,20130214,20130219,70,1,70
SO52385,SJ-0194-S,16666,20130207,20130214,20130219,54,1,54
SO52386,WB-H098,11331,20130207,20130214,20130219,5,1,5
SO52386,CA-1098,11331,20130207,20130214,20130219,9,1,9
SO52387,TT-M928,15198,20130207,20130214,20130219,5,1,5
SO52387,PK-7098,15198,20130207,20130214,20130219,2,1,2
SO52388,FE-6654,13458,20130207,20130214,20130219,22,1,22
SO52388,BC-M005,13458,20130207,20130214,20130219,10,1,10
SO52388,WB-H098,13458,20130207,20130214,20130219,5,1,5
SO52388,CL-9009,13458,20130207,20130214,20130219,8,1,8
SO52389,TT-M928,19080,20130207,20130214,20130219,5,1,5
SO52389,TI-M267,19080,20130207,20130214,20130219,25,1,25
SO52390,TI-R628,14866,20130207,20130214,20130219,25,1,25
SO52390,TT-R982,14866,20130207,20130214,20130219,4,1,4
SO52390,PK-7098,14866,20130207,20130214,20130219,2,1,2
SO52391,WB-H098,17630,20130207,20130214,20130219,5,1,5
SO52392,TT-R982,24561,20130207,20130214,20130219,4,1,4
SO52393,TT-T092,16584,20130207,20130214,20130219,5,1,5
SO52393,HL-U509-R,16584,20130207,20130214,20130219,35,1,35
SO52394,TT-T092,17628,20130207,20130214,20130219,5,1,5
SO52394,PK-7098,17628,20130207,20130214,20130219,2,1,2
SO52395,HL-U509,12374,20130207,20130214,20130219,35,1,35
SO52396,BK-M68B-46,11666,20130207,20130214,20130219,2295,1,2295
SO52396,TT-M928,11666,20130207,20130214,20130219,5,1,5
SO52396,TI-M823,11666,20130207,20130214,20130219,35,1,35
SO52396,HL-U509-R,11666,20130207,20130214,20130219,35,1,35
SO52397,BK-M68B-38,11683,20130207,20130214,20130219,2295,1,2295
SO52397,WB-H098,11683,20130207,20130214,20130219,5,1,5
SO52397,BC-M005,11683,20130207,20130214,20130219,10,1,10
SO52397,CA-1098,11683,20130207,20130214,20130219,9,1,9
SO52398,BK-R19B-58,20159,20130207,20130214,20130219,540,1,540
SO52398,BC-R205,20159,20130207,20130214,20130219,9,1,9
SO52398,WB-H098,20159,20130207,20130214,20130219,5,1,5
SO52398,HL-U509-R,20159,20130207,20130214,20130219,35,1,35
SO52399,BK-R19B-52,20157,20130207,20130214,20130219,540,1,540
SO52400,BK-T79U-60,24523,20130207,20130214,20130219,2384,1,2384
SO52400,WB-H098,24523,20130207,20130214,20130219,5,1,5
SO52400,BC-R205,24523,20130207,20130214,20130219,9,1,9
SO52400,HL-U509,24523,20130207,20130214,20130219,35,1,35
SO52400,LJ-0192-X,24523,20130207,20130214,20130219,50,1,50
SO52400,SO-R809-M,24523,20130207,20130214,20130219,9,1,9
SO52401,BK-R64Y-42,23750,20130207,20130214,20130219,1120,1,1120
SO52401,HL-U509-R,23750,20130207,20130214,20130219,35,1,35
SO52402,BK-R19B-48,22288,20130207,20130214,20130219,540,1,540
SO52402,TI-R092,22288,20130207,20130214,20130219,21,1,21
SO52403,BK-R64Y-42,19534,20130207,20130214,20130219,1120,1,1120
SO52403,CA-1098,19534,20130207,20130214,20130219,9,1,9
SO52403,LJ-0192-X,19534,20130207,20130214,20130219,50,1,50
SO52404,BK-R19B-58,25612,20130207,20130214,20130219,540,1,540
SO52404,HL-U509-R,25612,20130207,20130214,20130219,35,1,35
SO52405,BK-R19B-48,25626,20130207,20130214,20130219,540,1,540
SO52405,SO-R809-M,25626,20130207,20130214,20130219,9,1,9
SO52406,BK-T79Y-50,14426,20130207,20130214,20130219,2384,1,2384
SO52407,BK-R89B-48,18307,20130207,20130214,20130219,2443,1,2443
SO52408,BK-R89B-48,18252,20130208,20130215,20130220,2443,1,2443
SO52409,BK-M68B-42,11412,20130208,20130215,20130220,2295,1,2295
SO52409,FE-6654,11412,20130208,20130215,20130220,22,1,22
SO52409,BC-M005,11412,20130208,20130215,20130220,10,1,10
SO52409,WB-H098,11412,20130208,20130215,20130220,5,1,5
SO52409,HL-U509,11412,20130208,20130215,20130220,35,1,35
SO52410,BK-M68B-42,11250,20130208,20130215,20130220,2295,1,2295
SO52410,BC-M005,11250,20130208,20130215,20130220,10,1,10
SO52410,HL-U509-R,11250,20130208,20130215,20130220,35,1,35
SO52411,TI-M267,14053,20130208,20130215,20130220,25,1,25
SO52411,PK-7098,14053,20130208,20130215,20130220,2,1,2
SO52412,TI-R628,14231,20130208,20130215,20130220,25,1,25
SO52413,TT-M928,21190,20130208,20130215,20130220,5,1,5
SO52413,TI-M823,21190,20130208,20130215,20130220,35,1,35
SO52413,PK-7098,21190,20130208,20130215,20130220,2,1,2
SO52414,TI-R982,16608,20130208,20130215,20130220,33,1,33
SO52414,TT-R982,16608,20130208,20130215,20130220,4,1,4
SO52414,HL-U509-B,16608,20130208,20130215,20130220,35,1,35
SO52415,CA-1098,18290,20130208,20130215,20130220,9,1,9
SO52416,BK-R79Y-48,20839,20130208,20130215,20130220,1701,1,1701
SO52416,TI-R628,20839,20130208,20130215,20130220,25,1,25
SO52416,PK-7098,20839,20130208,20130215,20130220,2,1,2
SO52417,ST-1401,14087,20130208,20130215,20130220,159,1,159
SO52418,BK-R89B-48,23618,20130208,20130215,20130220,2443,1,2443
SO52418,BC-R205,23618,20130208,20130215,20130220,9,1,9
SO52418,WB-H098,23618,20130208,20130215,20130220,5,1,5
SO52418,GL-H102-M,23618,20130208,20130215,20130220,24,1,24
SO52419,HL-U509,11619,20130208,20130215,20130220,35,1,35
SO52420,SJ-0194-S,11091,20130208,20130215,20130220,54,1,54
SO52421,TT-R982,11234,20130208,20130215,20130220,4,1,4
SO52421,HL-U509-B,11234,20130208,20130215,20130220,35,1,35
SO52422,TI-R628,11287,20130208,20130215,20130220,25,1,25
SO52422,TT-R982,11287,20130208,20130215,20130220,4,1,4
SO52422,PK-7098,11287,20130208,20130215,20130220,2,1,2
SO52422,CL-9009,11287,20130208,20130215,20130220,8,1,8
SO52423,TI-R628,28764,20130208,20130215,20130220,25,1,25
SO52423,PK-7098,28764,20130208,20130215,20130220,2,1,2
SO52424,TI-M267,26468,20130208,20130215,20130220,25,1,25
SO52424,PK-7098,26468,20130208,20130215,20130220,2,1,2
SO52425,TI-R982,24829,20130208,20130215,20130220,33,1,33
SO52425,PK-7098,24829,20130208,20130215,20130220,2,1,2
SO52426,TI-R982,24516,20130208,20130215,20130220,33,1,33
SO52426,TT-R982,24516,20130208,20130215,20130220,4,1,4
SO52426,PK-7098,24516,20130208,20130215,20130220,2,1,2
SO52427,TI-M267,25844,20130208,20130215,20130220,25,1,25
SO52428,TT-M928,18604,20130208,20130215,20130220,5,1,5
SO52428,TI-M602,18604,20130208,20130215,20130220,30,1,30
SO52428,PK-7098,18604,20130208,20130215,20130220,2,1,2
SO52429,TI-M602,23088,20130208,20130215,20130220,30,1,30
SO52429,PK-7098,23088,20130208,20130215,20130220,2,1,2
SO52430,BC-M005,20391,20130208,20130215,20130220,10,1,10
SO52430,WB-H098,20391,20130208,20130215,20130220,5,1,5
SO52430,SO-R809-M,20391,20130208,20130215,20130220,9,1,9
SO52431,WB-H098,17368,20130208,20130215,20130220,5,1,5
SO52432,SH-W890-M,18583,20130208,20130215,20130220,70,1,70
SO52432,LJ-0192-M,18583,20130208,20130215,20130220,50,1,50
SO52433,SH-W890-M,18757,20130208,20130215,20130220,70,1,70
SO52433,SO-R809-L,18757,20130208,20130215,20130220,9,1,9
